IDCliente,AbandonoEmpresa,Genero,CiudadanoTerceraEdad,Soltero-a,Dependientes,MesesAntiguedad,ServicioTelefonico,SuscripcionLineasMultiples,SuscripcionServicioInternet,SuscripcionSeguridadEnLinea,SuscripcionCopiaDeSeguridadEnLinea,SuscripcionProteccionDispositivo,SuscripcionSoporteTecnico,ServicioEnLineaTransmisionTV,internet.StreamingMovies,Contrato,FacturaElectronica,MetodoPago,CargosMensuales,CargosTotales,Cuentas_Diarias,Rango_MesesAntiguedad,CargosMensuales_por_MesesAntiguedad
8980-WQFWL,0,Femenino,0,0,0,35,1,0,DSL,0,0,1,0,0,1,Mensual,1,Cheque electronico,62.1,2096.1,2.07,31-40,2173.5
8981-FJGLA,0,Masculino,0,0,1,11,1,1,Fibra optica,0,0,1,0,0,0,Mensual,1,Cheque por correo,78.0,851.8,2.6,11-20,858.0
8982-NHAVY,0,Masculino,0,0,0,27,1,1,Fibra optica,0,0,1,0,1,1,Anual,1,Transferencia bancaria (automatica),100.5,2673.45,3.35,21-30,2713.5
8984-EYLLL,0,Masculino,0,1,0,64,1,1,Fibra optica,0,1,0,1,1,1,Dos años,1,Cheque electronico,105.25,6823.4,3.5083333333333333,61-70,6736.0
8984-HPEMB,0,Femenino,0,0,0,71,1,1,Fibra optica,1,1,1,1,1,1,Dos años,1,Cheque electronico,118.65,8477.6,3.955,71-80,8424.15
8985-OOPOS,0,Femenino,0,0,0,1,1,0,DSL,0,0,1,1,1,1,Anual,0,Tarjeta de credito (automatica),74.1,74.1,2.4699999999999998,0-10,74.1
8988-ECPJR,1,Femenino,1,1,1,34,1,1,Fibra optica,0,1,0,0,0,0,Mensual,1,Cheque por correo,79.6,2718.3,2.6533333333333333,31-40,2706.3999999999996
8990-YOZLV,0,Femenino,0,0,0,69,1,1,DSL,1,1,0,1,0,0,Dos años,1,Cheque por correo,66.9,4577.9,2.23,61-70,4616.1
8990-ZXLSU,0,Femenino,0,0,0,9,1,0,Fibra optica,0,0,0,0,0,0,Mensual,0,Cheque electronico,69.05,651.5,2.3016666666666667,0-10,621.4499999999999
8992-CEUEN,0,Femenino,0,0,0,1,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque electronico,18.85,18.85,0.6283333333333334,0-10,18.85
8992-JQYUN,1,Masculino,0,1,0,1,0,0,DSL,0,0,1,0,1,1,Mensual,1,Cheque electronico,50.35,50.35,1.6783333333333335,0-10,50.35
8992-OBVDG,0,Masculino,0,0,0,21,1,0,DSL,0,0,1,0,0,1,Mensual,0,Cheque por correo,61.65,1393.6,2.055,21-30,1294.6499999999999
8992-VONJD,0,Femenino,0,0,1,13,1,0,DSL,1,1,0,0,0,0,Mensual,1,Cheque electronico,56.0,764.55,1.8666666666666667,11-20,728.0
8993-IZEUX,0,Masculino,0,0,0,7,1,0,Fibra optica,0,0,0,0,0,0,Mensual,0,Transferencia bancaria (automatica),69.15,488.65,2.305,0-10,484.05000000000007
8993-PHFWD,1,Femenino,0,0,0,3,0,0,DSL,0,0,0,0,0,0,Mensual,0,Cheque electronico,25.25,58.9,0.8416666666666667,0-10,75.75
8996-ZROXE,0,Masculino,1,0,0,57,1,0,DSL,0,0,1,1,0,0,Anual,1,Cheque electronico,53.5,3035.8,1.7833333333333334,51-60,3049.5
8999-BOHSE,1,Femenino,1,0,0,11,1,0,Fibra optica,0,0,0,0,1,1,Mensual,0,Transferencia bancaria (automatica),89.7,1047.7,2.99,11-20,986.7
8999-EXMNO,0,Femenino,0,1,1,19,1,0,No,0,0,0,0,0,0,Dos años,0,Cheque por correo,20.15,387.7,0.6716666666666666,11-20,382.84999999999997
8999-XXGNS,0,Femenino,1,1,0,72,1,1,Fibra optica,0,1,1,0,1,1,Anual,1,Tarjeta de credito (automatica),105.75,7629.85,3.525,71-80,7614.0
8999-YPYBV,0,Masculino,0,1,1,45,1,0,DSL,1,1,1,1,1,1,Dos años,1,Cheque por correo,84.35,3858.05,2.8116666666666665,41-50,3795.7499999999995
9000-PLFUZ,0,Femenino,1,1,0,60,0,0,DSL,0,1,0,0,1,1,Dos años,1,Tarjeta de credito (automatica),49.45,2907.55,1.6483333333333334,61-70,2967.0
9003-CPATH,0,Masculino,0,0,0,42,1,1,Fibra optica,0,0,1,0,0,0,Mensual,0,Cheque electronico,79.9,3313.4,2.6633333333333336,41-50,3355.8
9013-AQORL,0,Femenino,0,0,1,48,0,0,DSL,0,1,1,0,0,1,Mensual,0,Tarjeta de credito (automatica),45.55,2108.35,1.5183333333333333,41-50,2186.3999999999996
9018-PCIOK,0,Femenino,0,0,0,55,1,0,DSL,0,1,1,0,0,1,Dos años,1,Cheque por correo,64.75,3617.1,2.158333333333333,51-60,3561.25
9019-QVLZD,1,Femenino,0,0,0,1,1,0,Fibra optica,0,0,0,0,1,0,Mensual,0,Cheque electronico,79.55,79.55,2.6516666666666664,0-10,79.55
9025-AOMKI,1,Femenino,0,0,0,6,1,1,Fibra optica,0,0,0,0,1,1,Mensual,1,Transferencia bancaria (automatica),93.55,536.4,3.118333333333333,0-10,561.3
9025-ZRPVR,1,Masculino,0,0,0,9,1,0,No,0,0,0,0,0,0,Mensual,1,Cheque por correo,18.95,185.6,0.6316666666666666,0-10,170.54999999999998
9026-LHEVG,0,Femenino,0,0,0,9,0,0,DSL,0,1,0,0,0,1,Mensual,0,Cheque electronico,40.75,359.4,1.3583333333333334,0-10,366.75
9026-RNUJS,1,Masculino,1,0,0,5,1,0,DSL,0,0,1,0,0,0,Mensual,0,Cheque electronico,50.35,237.25,1.6783333333333335,0-10,251.75
9027-TMATR,0,Femenino,0,1,0,43,1,0,DSL,1,0,1,1,1,1,Dos años,1,Cheque electronico,78.8,3460.3,2.6266666666666665,41-50,3388.4
9027-YFHQJ,0,Masculino,0,0,0,7,1,1,No,0,0,0,0,0,0,Mensual,1,Transferencia bancaria (automatica),25.05,152.95,0.8350000000000001,0-10,175.35
9028-LIHRP,0,Masculino,0,1,1,71,1,0,Fibra optica,1,1,1,1,1,0,Dos años,0,Tarjeta de credito (automatica),100.2,7209.0,3.3400000000000003,71-80,7114.2
9029-FEGVJ,0,Femenino,1,1,0,32,1,1,Fibra optica,0,0,1,0,0,0,Mensual,0,Cheque por correo,79.3,2570.0,2.643333333333333,31-40,2537.6
9030-QGZNL,0,Femenino,0,0,0,8,1,0,No,0,0,0,0,0,0,Dos años,0,Cheque por correo,20.85,161.65,0.6950000000000001,0-10,166.8
9031-ZVQPT,0,Masculino,0,1,0,72,1,1,Fibra optica,0,1,1,1,1,1,Dos años,1,Cheque electronico,108.2,7840.6,3.606666666666667,71-80,7790.400000000001
9033-EOXWV,1,Femenino,0,0,0,12,1,1,DSL,0,0,0,1,1,1,Anual,0,Cheque por correo,74.05,872.65,2.4683333333333333,11-20,888.5999999999999
9036-CSKBW,0,Femenino,0,0,0,51,1,1,Fibra optica,1,1,1,0,1,1,Anual,0,Transferencia bancaria (automatica),107.45,5680.9,3.5816666666666666,51-60,5479.95
9039-RBEEE,1,Masculino,0,0,0,39,0,0,DSL,1,1,0,1,1,0,Mensual,1,Tarjeta de credito (automatica),48.95,1880.85,1.6316666666666668,31-40,1909.0500000000002
9039-ZVJDC,0,Masculino,0,0,0,3,1,0,No,0,0,0,0,0,0,Mensual,1,Cheque por correo,19.1,53.05,0.6366666666666667,0-10,57.300000000000004
9040-KZVWO,0,Masculino,0,0,0,26,1,0,Fibra optica,0,1,0,0,0,0,Anual,0,Transferencia bancaria (automatica),75.5,2018.1,2.5166666666666666,21-30,1963.0
9046-DQMTP,0,Masculino,0,0,0,35,1,0,No,0,0,0,0,0,0,Mensual,0,Transferencia bancaria (automatica),20.75,739.9,0.6916666666666667,31-40,726.25
9046-JBFWA,0,Masculino,0,0,1,27,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque por correo,19.15,537.35,0.6383333333333333,21-30,517.05
9048-JVYVF,1,Masculino,0,0,0,3,1,0,DSL,0,0,0,1,1,1,Mensual,1,Cheque electronico,69.35,191.35,2.3116666666666665,0-10,208.04999999999998
9050-IKDZA,0,Femenino,1,0,0,2,1,0,Fibra optica,0,0,0,0,1,0,Mensual,0,Cheque por correo,81.5,162.55,2.716666666666667,0-10,163.0
9050-QLROH,1,Masculino,0,0,0,18,1,1,Fibra optica,0,0,1,0,0,1,Mensual,1,Tarjeta de credito (automatica),90.7,1597.25,3.0233333333333334,11-20,1632.6000000000001
9052-DHNKM,0,Masculino,0,0,0,26,1,1,DSL,1,1,0,0,0,0,Anual,0,Cheque electronico,61.55,1581.95,2.0516666666666667,21-30,1600.3
9052-VKDUW,0,Femenino,1,1,0,65,1,1,Fibra optica,1,1,1,0,1,1,Mensual,1,Tarjeta de credito (automatica),109.4,7227.45,3.646666666666667,61-70,7111.0
9053-EJUNL,0,Masculino,0,0,0,41,1,1,Fibra optica,0,1,0,0,1,0,Mensual,1,Cheque electronico,89.2,3645.75,2.9733333333333336,41-50,3657.2000000000003
9053-JZFKV,1,Masculino,0,0,0,67,1,1,Fibra optica,1,1,1,1,1,1,Dos años,0,Tarjeta de credito (automatica),116.2,7752.3,3.8733333333333335,61-70,7785.400000000001
9054-FOWNV,0,Masculino,0,1,1,22,1,1,Fibra optica,0,0,1,0,1,0,Mensual,1,Cheque electronico,88.75,1885.15,2.9583333333333335,21-30,1952.5
9055-MOJJJ,0,Femenino,0,1,1,64,1,0,DSL,1,0,0,1,1,0,Anual,0,Cheque por correo,65.8,4068.0,2.1933333333333334,61-70,4211.2
9057-MSWCO,1,Masculino,1,1,0,27,0,0,DSL,1,0,0,0,0,0,Mensual,0,Tarjeta de credito (automatica),30.75,805.1,1.025,21-30,830.25
9057-SIHCH,1,Femenino,0,0,0,3,1,1,Fibra optica,0,0,0,0,1,1,Mensual,1,Cheque electronico,96.6,291.9,3.2199999999999998,0-10,289.79999999999995
9058-CBREO,1,Femenino,1,0,0,1,1,1,DSL,0,0,0,0,0,0,Mensual,0,Cheque por correo,50.55,50.55,1.6849999999999998,0-10,50.55
9058-HRZSV,0,Femenino,1,1,0,65,1,0,Fibra optica,1,1,1,0,0,1,Mensual,0,Cheque electronico,94.4,6126.15,3.146666666666667,61-70,6136.0
9058-MJLZC,0,Femenino,0,0,0,24,1,0,Fibra optica,1,0,0,0,1,1,Mensual,1,Cheque electronico,94.6,2283.15,3.1533333333333333,21-30,2270.3999999999996
9060-HJJRW,0,Femenino,0,0,0,51,0,0,DSL,0,1,1,0,1,1,Anual,1,Tarjeta de credito (automatica),56.4,2928.5,1.88,51-60,2876.4
9061-TIHDA,1,Masculino,1,1,0,13,1,1,Fibra optica,0,0,0,0,1,1,Mensual,1,Cheque electronico,95.25,1233.65,3.175,11-20,1238.25
9063-ZGTUY,1,Femenino,0,1,1,61,1,0,No,0,0,0,0,0,0,Mensual,1,Cheque por correo,19.4,1182.55,0.6466666666666666,61-70,1183.3999999999999
9065-ZCPQX,0,Masculino,0,1,0,72,1,1,DSL,1,1,1,1,0,1,Dos años,0,Transferencia bancaria (automatica),78.85,5763.15,2.628333333333333,71-80,5677.2
9066-QRSDU,0,Femenino,0,1,0,69,1,1,No,0,0,0,0,0,0,Anual,1,Cheque electronico,26.3,1763.55,0.8766666666666667,61-70,1814.7
9067-SQTNS,0,Masculino,0,1,1,44,1,0,No,0,0,0,0,0,0,Anual,0,Transferencia bancaria (automatica),20.6,926.0,0.6866666666666668,41-50,906.4000000000001
9067-YGSCA,0,Femenino,0,0,0,70,1,1,No,0,0,0,0,0,0,Anual,0,Tarjeta de credito (automatica),26.05,1856.4,0.8683333333333334,71-80,1823.5
9068-FHQHD,0,Femenino,0,1,1,40,1,0,No,0,0,0,0,0,0,Dos años,0,Transferencia bancaria (automatica),20.15,777.35,0.6716666666666666,41-50,806.0
9068-VPWQQ,0,Masculino,0,1,0,61,1,1,DSL,1,0,1,1,0,1,Dos años,0,Tarjeta de credito (automatica),75.35,4729.3,2.5116666666666663,61-70,4596.349999999999
9069-LGEUL,0,Masculino,0,1,0,23,1,0,DSL,1,0,0,0,0,1,Mensual,1,Transferencia bancaria (automatica),59.95,1406.0,1.9983333333333335,21-30,1378.8500000000001
9070-BCKQP,0,Femenino,0,1,0,72,1,1,Fibra optica,1,0,1,1,1,1,Dos años,1,Tarjeta de credito (automatica),110.15,7881.2,3.671666666666667,71-80,7930.8
9073-ZZIAY,0,Masculino,0,1,1,62,1,0,DSL,1,1,1,1,1,1,Dos años,0,Cheque electronico,86.1,5215.25,2.8699999999999997,61-70,5338.2
9074-KGVOX,0,Masculino,0,1,1,50,0,0,DSL,1,0,0,0,1,0,Mensual,1,Tarjeta de credito (automatica),39.45,2021.35,1.3150000000000002,51-60,1972.5000000000002
9076-AXYIK,0,Masculino,1,1,0,64,1,1,Fibra optica,0,0,1,1,1,1,Dos años,0,Cheque electronico,102.1,6538.45,3.4033333333333333,61-70,6534.4
9079-LWTFD,0,Masculino,0,0,0,47,1,1,Fibra optica,1,1,0,1,1,0,Mensual,0,Cheque por correo,100.75,4669.2,3.3583333333333334,41-50,4735.25
9079-YEXQJ,1,Femenino,0,0,0,54,1,1,Fibra optica,0,1,1,1,1,1,Mensual,0,Cheque electronico,111.1,6014.85,3.703333333333333,51-60,5999.4
9081-WWXKP,0,Femenino,0,1,1,47,1,0,No,0,0,0,0,0,0,Dos años,0,Tarjeta de credito (automatica),20.25,873.4,0.675,41-50,951.75
9084-OAYKL,0,Masculino,0,0,0,58,1,0,No,0,0,0,0,0,0,Dos años,0,Cheque por correo,20.8,1212.25,0.6933333333333334,51-60,1206.4
9086-YJYXS,0,Masculino,0,1,1,34,1,1,DSL,0,0,1,0,1,1,Anual,0,Transferencia bancaria (automatica),77.2,2753.8,2.5733333333333333,31-40,2624.8
9087-EYCPR,0,Femenino,0,0,0,60,1,1,No,0,0,0,0,0,0,Dos años,0,Cheque por correo,25.0,1505.05,0.8333333333333334,61-70,1500.0
9089-UOWJG,0,Femenino,0,1,1,12,1,0,DSL,0,0,1,0,1,0,Mensual,1,Tarjeta de credito (automatica),58.35,740.55,1.945,11-20,700.2
9090-SGQXL,1,Masculino,1,1,0,68,1,1,Fibra optica,0,1,1,0,1,1,Mensual,1,Cheque electronico,105.3,7299.65,3.51,61-70,7160.4
9091-WTUUY,0,Masculino,0,1,1,64,1,0,DSL,1,0,1,1,1,0,Dos años,0,Cheque por correo,69.25,4447.75,2.308333333333333,61-70,4432.0
9092-GDZKO,0,Masculino,0,0,0,22,1,1,No,0,0,0,0,0,0,Mensual,1,Tarjeta de credito (automatica),24.85,493.4,0.8283333333333334,21-30,546.7
9093-FPDLG,0,Femenino,0,0,0,11,1,0,Fibra optica,0,1,1,1,0,1,Mensual,1,Cheque electronico,94.2,999.9,3.14,11-20,1036.2
9094-AZPHK,0,Femenino,0,0,0,15,1,1,Fibra optica,0,1,0,0,1,1,Mensual,1,Cheque electronico,100.15,1415.0,3.3383333333333334,11-20,1502.25
9095-HFAFX,1,Femenino,0,0,0,5,1,0,Fibra optica,0,0,0,0,1,0,Mensual,1,Tarjeta de credito (automatica),81.0,389.6,2.7,0-10,405.0
9097-ZUBYC,0,Masculino,0,1,0,14,1,0,DSL,0,0,0,1,0,0,Mensual,0,Transferencia bancaria (automatica),48.8,664.4,1.6266666666666665,11-20,683.1999999999999
9099-FTUHS,0,Femenino,0,0,0,23,1,1,DSL,1,0,0,0,0,0,Mensual,0,Cheque electronico,54.4,1249.25,1.8133333333333332,21-30,1251.2
9101-BWFSS,1,Femenino,0,1,0,50,1,1,Fibra optica,1,1,0,1,1,1,Anual,0,Cheque electronico,108.55,5610.7,3.618333333333333,51-60,5427.5
9101-NTIXF,0,Masculino,0,0,0,2,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque por correo,19.4,50.6,0.6466666666666666,0-10,38.8
9102-IAYHT,1,Femenino,0,1,1,17,1,1,Fibra optica,0,0,0,0,0,1,Mensual,1,Cheque electronico,85.45,1451.6,2.8483333333333336,11-20,1452.65
9102-OXKFY,0,Masculino,0,0,0,59,1,1,DSL,0,0,1,0,0,0,Dos años,0,Tarjeta de credito (automatica),54.15,3116.15,1.805,51-60,3194.85
9103-CXVOK,0,Masculino,0,1,1,1,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque electronico,19.75,19.75,0.6583333333333333,0-10,19.75
9103-TCIHJ,1,Femenino,0,0,0,15,1,1,DSL,1,0,0,0,0,0,Mensual,1,Cheque por correo,55.7,899.8,1.8566666666666667,11-20,835.5
9107-UKCKY,0,Masculino,0,1,0,61,1,1,DSL,0,1,1,0,1,1,Anual,1,Cheque electronico,79.8,4914.8,2.6599999999999997,61-70,4867.8
9108-EJFJP,0,Femenino,0,1,0,1,1,0,DSL,1,1,0,0,0,0,Mensual,1,Cheque por correo,53.55,53.55,1.785,0-10,53.55
9108-EQPNQ,0,Femenino,0,1,1,10,1,1,No,0,0,0,0,0,0,Dos años,0,Tarjeta de credito (automatica),26.1,225.55,0.87,11-20,261.0
9110-HSGTV,0,Femenino,0,0,0,69,1,0,DSL,1,0,1,1,1,1,Dos años,1,Tarjeta de credito (automatica),82.45,5555.3,2.7483333333333335,61-70,5689.05
9112-WSNPU,0,Femenino,1,0,0,35,1,0,Fibra optica,0,0,0,0,0,0,Mensual,0,Cheque electronico,70.55,2419.0,2.3516666666666666,31-40,2469.25
9114-AAFQH,0,Femenino,0,1,0,48,1,0,DSL,0,1,1,0,0,1,Anual,1,Cheque electronico,65.65,3094.65,2.1883333333333335,41-50,3151.2000000000003
9114-DPSIA,0,Masculino,0,1,1,72,1,1,DSL,1,1,1,1,0,1,Dos años,0,Tarjeta de credito (automatica),81.0,5750.0,2.7,71-80,5832.0
9114-VEPUF,0,Masculino,0,1,0,62,1,1,Fibra optica,1,1,0,0,0,1,Anual,0,Cheque electronico,96.1,6001.45,3.203333333333333,61-70,5958.2
9115-YQHGA,0,Masculino,0,0,0,40,1,0,DSL,0,0,0,1,0,0,Mensual,1,Cheque electronico,51.1,2092.9,1.7033333333333334,41-50,2044.0
9117-SHLZX,1,Masculino,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensual,1,Cheque por correo,45.7,45.7,1.5233333333333334,0-10,45.7
9121-PHQSR,0,Masculino,1,1,0,16,1,1,Fibra optica,0,0,0,0,1,0,Mensual,1,Tarjeta de credito (automatica),85.05,1391.15,2.835,11-20,1360.8
9122-UMROB,0,Masculino,0,0,0,1,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque por correo,20.3,20.3,0.6766666666666666,0-10,20.3
9124-LHCJQ,1,Femenino,0,0,0,1,1,1,Fibra optica,0,0,0,0,0,1,Mensual,1,Cheque por correo,85.45,85.45,2.8483333333333336,0-10,85.45
9127-FHJBZ,0,Masculino,0,1,1,72,1,1,Fibra optica,1,1,1,1,1,1,Dos años,1,Cheque electronico,114.0,8093.15,3.8,71-80,8208.0
9127-QRZMH,0,Masculino,0,1,0,44,1,0,DSL,1,1,0,1,0,0,Anual,1,Transferencia bancaria (automatica),59.85,2603.95,1.995,41-50,2633.4
9128-CPXKI,0,Femenino,0,0,0,59,1,0,Fibra optica,0,0,1,0,1,1,Dos años,0,Cheque electronico,95.8,5655.45,3.1933333333333334,51-60,5652.2
9129-UXERG,0,Femenino,1,0,0,18,1,1,Fibra optica,0,1,0,1,1,1,Mensual,1,Tarjeta de credito (automatica),103.6,1806.35,3.453333333333333,11-20,1864.8
9133-AYJZG,0,Femenino,0,0,0,23,1,1,Fibra optica,0,1,0,0,1,1,Mensual,1,Tarjeta de credito (automatica),98.7,2249.1,3.29,21-30,2270.1
9134-CEQMF,1,Masculino,1,1,0,7,1,0,Fibra optica,0,0,0,0,1,1,Mensual,1,Cheque electronico,89.5,676.7,2.9833333333333334,0-10,626.5
9134-WYRVP,0,Masculino,0,0,0,51,1,0,Fibra optica,1,0,0,0,1,0,Anual,0,Cheque por correo,86.35,4267.15,2.878333333333333,51-60,4403.849999999999
9135-HSWOC,0,Masculino,0,1,1,64,1,0,No,0,0,0,0,0,0,Dos años,1,Transferencia bancaria (automatica),19.7,1274.05,0.6566666666666666,61-70,1260.8
9135-MGVPY,0,Masculino,0,1,0,69,1,0,DSL,1,1,1,1,1,1,Dos años,1,Cheque por correo,84.7,5878.9,2.8233333333333333,61-70,5844.3
9136-ALYBR,1,Masculino,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Mensual,1,Cheque por correo,24.45,24.45,0.815,0-10,24.45
9137-NOQKA,0,Masculino,1,0,0,2,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque electronico,19.2,37.2,0.64,0-10,38.4
9137-UIYPG,0,Femenino,0,1,1,35,1,0,Fibra optica,1,0,1,1,1,1,Mensual,1,Cheque electronico,106.9,3756.45,3.5633333333333335,31-40,3741.5
9138-EFSMO,0,Masculino,0,1,1,26,1,0,Fibra optica,0,0,0,0,0,1,Anual,0,Transferencia bancaria (automatica),78.95,2034.25,2.631666666666667,21-30,2052.7000000000003
9139-TWBAS,0,Femenino,0,1,0,26,0,0,DSL,1,1,1,0,1,0,Anual,0,Transferencia bancaria (automatica),47.85,1190.5,1.595,21-30,1244.1000000000001
9139-WQQDY,1,Femenino,0,1,1,49,1,1,Fibra optica,0,1,0,0,1,1,Anual,0,Cheque por correo,100.45,4941.8,3.3483333333333336,41-50,4922.05
9140-CZQZZ,0,Femenino,0,1,0,68,1,0,DSL,1,1,0,1,1,1,Dos años,1,Transferencia bancaria (automatica),79.6,5515.8,2.6533333333333333,61-70,5412.799999999999
9142-KZXOP,0,Masculino,0,0,0,44,1,0,Fibra optica,0,0,0,0,0,0,Mensual,0,Tarjeta de credito (automatica),68.85,2958.95,2.295,41-50,3029.3999999999996
9142-XMYJH,0,Femenino,0,0,0,29,1,0,No,0,0,0,0,0,0,Mensual,0,Tarjeta de credito (automatica),19.35,601.6,0.645,21-30,561.1500000000001
9143-CANJF,0,Femenino,0,1,1,24,1,0,DSL,1,0,0,1,0,0,Mensual,0,Cheque electronico,55.15,1319.85,1.8383333333333334,21-30,1323.6
9146-JRIOX,0,Femenino,0,1,1,14,1,1,No,0,0,0,0,0,0,Mensual,0,Cheque por correo,25.55,372.45,0.8516666666666667,11-20,357.7
9150-HEPMB,0,Masculino,0,0,0,56,1,0,DSL,1,0,1,0,0,0,Anual,0,Cheque por correo,52.7,3019.7,1.7566666666666668,51-60,2951.2000000000003
9150-KPBJQ,0,Femenino,0,0,0,6,1,0,No,0,0,0,0,0,0,Dos años,0,Tarjeta de credito (automatica),19.65,116.85,0.6549999999999999,0-10,117.89999999999999
9152-AMKAK,0,Masculino,0,0,0,6,1,0,DSL,1,0,1,1,1,1,Dos años,1,Cheque por correo,80.25,493.4,2.675,0-10,481.5
9153-BTBVV,0,Femenino,0,1,0,71,1,1,No,0,0,0,0,0,0,Dos años,0,Transferencia bancaria (automatica),25.0,1753.0,0.8333333333333334,71-80,1775.0
9154-QDGTH,0,Masculino,0,1,1,43,1,1,Fibra optica,0,0,1,1,1,1,Anual,1,Tarjeta de credito (automatica),104.3,4451.85,3.4766666666666666,41-50,4484.9
9158-VCTQB,1,Femenino,0,1,0,41,1,1,Fibra optica,1,1,1,1,1,1,Mensual,1,Transferencia bancaria (automatica),113.6,4594.95,3.7866666666666666,41-50,4657.599999999999
9163-GHAYE,0,Femenino,0,0,0,15,1,0,DSL,0,1,0,0,0,0,Mensual,0,Cheque electronico,48.85,736.8,1.6283333333333334,11-20,732.75
9167-APMXZ,0,Femenino,0,0,0,22,1,1,Fibra optica,0,0,0,0,1,0,Mensual,1,Transferencia bancaria (automatica),84.15,1821.95,2.805,21-30,1851.3000000000002
9168-INPSZ,0,Femenino,1,1,0,44,1,1,Fibra optica,0,0,1,1,1,1,Mensual,0,Cheque electronico,104.15,4495.65,3.4716666666666667,41-50,4582.6
9169-BSVIN,0,Masculino,0,0,0,12,1,1,DSL,0,0,1,0,1,1,Mensual,0,Transferencia bancaria (automatica),74.75,827.05,2.4916666666666667,11-20,897.0
9170-ARBTB,0,Femenino,0,1,1,52,1,0,No,0,0,0,0,0,0,Anual,0,Tarjeta de credito (automatica),19.6,1012.4,0.6533333333333334,51-60,1019.2
9170-CCKOU,1,Masculino,0,1,0,17,1,1,Fibra optica,1,1,1,0,0,0,Mensual,0,Tarjeta de credito (automatica),90.2,1454.15,3.006666666666667,11-20,1533.4
9170-GYZJC,1,Femenino,0,1,1,41,1,1,DSL,1,1,1,1,0,1,Mensual,0,Tarjeta de credito (automatica),79.9,3326.2,2.6633333333333336,41-50,3275.9
9172-ANCRX,1,Femenino,0,0,0,10,1,1,Fibra optica,1,0,0,0,1,1,Mensual,1,Cheque electronico,98.7,973.25,3.29,11-20,987.0
9172-JITSM,1,Femenino,0,1,1,26,1,0,Fibra optica,0,0,0,0,1,1,Mensual,1,Cheque electronico,90.8,2361.8,3.0266666666666664,21-30,2360.7999999999997
9173-IVZVP,0,Femenino,0,1,1,53,1,0,No,0,0,0,0,0,0,Dos años,0,Cheque por correo,20.9,1146.05,0.6966666666666667,51-60,1107.6999999999998
9174-FKWZE,1,Femenino,1,0,0,1,1,0,No,0,0,0,0,0,0,Mensual,1,Cheque electronico,19.45,19.45,0.6483333333333333,0-10,19.45
9174-IHETN,0,Femenino,0,0,1,50,1,0,Fibra optica,0,0,0,0,0,0,Dos años,0,Tarjeta de credito (automatica),70.35,3533.6,2.3449999999999998,51-60,3517.4999999999995
9178-JHUVJ,0,Masculino,0,1,1,24,1,1,No,0,0,0,0,0,0,Dos años,1,Transferencia bancaria (automatica),24.1,587.4,0.8033333333333333,21-30,578.4000000000001
9184-GALIL,0,Femenino,0,1,1,38,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque por correo,20.45,781.25,0.6816666666666666,31-40,777.1
9185-TQCVP,1,Masculino,0,1,0,14,1,1,Fibra optica,0,0,0,0,0,1,Mensual,1,Cheque electronico,85.15,1139.2,2.8383333333333334,11-20,1192.1000000000001
9189-JWSHV,1,Femenino,1,1,0,24,1,1,Fibra optica,0,0,0,0,1,1,Mensual,1,Cheque electronico,93.55,2264.05,3.118333333333333,21-30,2245.2
9190-MFJLN,1,Masculino,1,0,0,19,1,0,Fibra optica,0,0,1,0,1,1,Mensual,1,Tarjeta de credito (automatica),95.9,1777.9,3.1966666666666668,11-20,1822.1000000000001
9191-MYQKX,1,Femenino,0,1,0,7,1,0,Fibra optica,0,0,1,0,0,0,Mensual,1,Transferencia bancaria (automatica),75.15,496.9,2.5050000000000003,0-10,526.0500000000001
9194-GFVOI,0,Femenino,0,1,0,42,1,1,DSL,1,0,1,1,1,1,Dos años,0,Tarjeta de credito (automatica),84.35,3571.6,2.8116666666666665,41-50,3542.7
9199-PWQVC,0,Femenino,0,1,0,63,1,1,DSL,1,1,0,0,1,1,Anual,1,Tarjeta de credito (automatica),79.7,4786.15,2.6566666666666667,61-70,5021.1
9200-NLNPD,0,Masculino,0,1,0,56,0,0,DSL,0,0,1,1,1,1,Anual,1,Transferencia bancaria (automatica),54.05,2959.8,1.8016666666666665,51-60,3026.7999999999997
9206-GVPEQ,1,Masculino,0,1,0,13,0,0,DSL,1,0,0,1,1,1,Mensual,1,Cheque electronico,54.45,706.85,1.8150000000000002,11-20,707.85
9207-ZPANB,0,Masculino,0,0,0,37,1,1,DSL,1,1,1,1,0,0,Anual,0,Cheque electronico,67.45,2443.3,2.2483333333333335,31-40,2495.65
9208-OLGAQ,0,Femenino,1,0,0,18,1,0,Fibra optica,0,0,1,0,0,1,Mensual,1,Cheque electronico,84.95,1443.65,2.8316666666666666,11-20,1529.1000000000001
9209-NWPGU,0,Masculino,0,0,0,44,1,0,DSL,1,0,0,1,1,0,Anual,0,Cheque electronico,65.4,2774.55,2.18,41-50,2877.6000000000004
